id,monster_name,description,element,growth_type,base_model_path,part_head,part_back,part_tail,palette_index,scale_x,scale_y,scale_z,base_max_hp,base_max_mp,base_attack,base_defense,base_magic,base_speed,hunger_rate,energy_rate,favorite_food,evolution_ids,evolution_level
397,ゴーレムピクシーゴン,【第2形態】ゴーレムピクシーゴン。古代より伝わるゴーレムの力を宿すモンスター。,5,1,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,,4,1.18,1.18,1.18,108,60,40,47,37,30,0.94,1.1,1,497,30
398,ゲイルポロンザー,【第2形態】ゲイルポロンザー。古代より伝わるゲイルの力を宿すモンスター。,6,2,res://assets/models/bases/base_floating.tscn,,,,5,1.18,1.18,1.18,108,57,47,34,40,42,1.14,0.99,2,498,30
399,シャインベアキッド,【第2形態】シャインベアキッド。古代より伝わるシャインの力を宿すモンスター。,7,0,res://assets/models/bases/base_quadruped.tscn,,,,14,1.23,1.23,1.23,105,61,39,41,49,35,0.85,1.07,3,499,30
400,カオスモコロード,【第2形態】カオスモコロード。古代より伝わるカオスの力を宿すモンスター。,8,1,res://assets/models/bases/base_quadruped.tscn,,,,7,1.2,1.2,1.2,102,52,48,32,47,32,0.96,1.03,0,500,30
401,バーンゴブエンペラー,【第3形態】バーンゴブエンペラー。古代より伝わるバーンの力を宿すモンスター。,1,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horn_single.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,0,1.43,1.43,1.43,138,74,73,44,51,44,0.93,1.19,1,,0
402,ハイドロダイナオメガ,【第3形態】ハイドロダイナオメガ。古代より伝わるハイドロの力を宿すモンスター。,2,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,9,1.39,1.39,1.39,131,87,60,46,62,39,1.03,0.86,2,,0
403,シルフバットプライム,【第3形態】シルフバットプライム。古代より伝わるシルフの力を宿すモンスター。,3,1,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,,2,1.42,1.42,1.42,167,73,55,57,56,43,0.97,0.99,3,,0
404,ライトニペガサスス,【第3形態】ライトニペガサスス。古代より伝わるライトニの力を宿すモンスター。,4,2,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horn_single.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,3,1.36,1.36,1.36,139,75,58,42,55,63,0.88,1.07,0,,0
405,アースビーストル,【第3形態】アースビーストル。古代より伝わるアースの力を宿すモンスター。,5,0,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,12,1.41,1.41,1.41,134,75,58,64,52,38,0.95,1.04,1,,0
406,エアロタートルドン,【第3形態】エアロタートルドン。古代より伝わるエアロの力を宿すモンスター。,6,1,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/crown.tscn,,res://assets/models/parts/tail_spike.tscn,5,1.37,1.37,1.37,131,76,63,49,55,55,1.16,1.2,2,,0
407,ルミナスナイトゴン,【第3形態】ルミナスナイトゴン。古代より伝わるルミナスの力を宿すモンスター。,7,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horn_single.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,6,1.39,1.39,1.39,138,77,56,50,71,37,0.89,1.09,3,,0
408,ネクロコブラザー,【第3形態】ネクロコブラザー。古代より伝わるネクロの力を宿すモンスター。,8,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,15,1.37,1.37,1.37,142,72,67,43,67,37,0.95,1.06,0,,0
409,サラマンコロキッド,【第3形態】サラマンコロキッド。古代より伝わるサラマンの力を宿すモンスター。,1,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,0,1.42,1.42,1.42,140,72,68,43,50,37,1.08,0.97,1,,0
410,リヴァイワイバーンロード,【第3形態】リヴァイワイバーンロード。古代より伝わるリヴァイの力を宿すモンスター。,2,2,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,1,1.39,1.39,1.39,139,91,60,44,62,37,0.92,1.06,2,,0
411,ウッドフォックスキング,【第3形態】ウッドフォックスキング。古代より伝わるウッドの力を宿すモンスター。,3,0,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,10,1.41,1.41,1.41,159,81,55,57,51,45,1.09,0.85,3,,0
412,スパークキマイラエンペラー,【第3形態】スパークキマイラエンペラー。古代より伝わるスパークの力を宿すモンスター。,4,1,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,3,1.37,1.37,1.37,132,79,56,45,54,63,1.19,0.94,0,,0
413,クエイクレクスオメガ,【第3形態】クエイクレクスオメガ。古代より伝わるクエイクの力を宿すモンスター。,5,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,4,1.39,1.39,1.39,133,72,60,63,57,42,0.89,0.81,1,,0
414,ストームファングプライム,【第3形態】ストームファングプライム。古代より伝わるストームの力を宿すモンスター。,6,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,13,1.37,1.37,1.37,132,81,66,44,51,57,0.83,1.09,2,,0
415,セラフタモス,【第3形態】セラフタモス。古代より伝わるセラフの力を宿すモンスター。,7,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,6,1.43,1.43,1.43,141,75,60,52,69,44,0.82,1.13,3,,0
416,アビスピクシール,【第3形態】アビスピクシール。古代より伝わるアビスの力を宿すモンスター。,8,2,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,,7,1.43,1.43,1.43,135,77,70,48,63,38,1.14,1.16,0,,0
417,クリムゾンポロンドン,【第3形態】クリムゾンポロンドン。古代より伝わるクリムゾンの力を宿すモンスター。,1,0,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,,8,1.36,1.36,1.36,133,74,73,47,57,41,1.15,0.84,1,,0
418,タイダルベアゴン,【第3形態】タイダルベアゴン。古代より伝わるタイダルの力を宿すモンスター。,2,1,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/crown.tscn,,res://assets/models/parts/tail_spike.tscn,1,1.43,1.43,1.43,133,88,59,48,66,41,1.13,1.08,2,,0
419,ブルームモコザー,【第3形態】ブルームモコザー。古代より伝わるブルームの力を宿すモンスター。,3,2,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,2,1.4,1.4,1.4,161,74,54,53,50,39,0.84,1.16,3,,0
420,エレクトラホーンキッド,【第3形態】エレクトラホーンキッド。古代より伝わるエレクトラの力を宿すモンスター。,4,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,11,1.4,1.4,1.4,140,79,55,48,55,55,1.15,1.15,0,,0
421,グランモグロード,【第3形態】グランモグロード。古代より伝わるグランの力を宿すモンスター。,5,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,4,1.42,1.42,1.42,133,79,60,61,56,44,0.82,0.9,1,,0
422,ゼファーバードキング,【第3形態】ゼファーバードキング。古代より伝わるゼファーの力を宿すモンスター。,6,2,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,,5,1.39,1.39,1.39,142,80,62,47,51,55,1.06,0.9,2,,0
423,オーラグリフエンペラー,【第3形態】オーラグリフエンペラー。古代より伝わるオーラの力を宿すモンスター。,7,0,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,14,1.39,1.39,1.39,141,78,55,48,65,39,1.0,0.99,3,,0
424,ファントムタイガーオメガ,【第3形態】ファントムタイガーオメガ。古代より伝わるファントムの力を宿すモンスター。,8,1,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/crown.tscn,,res://assets/models/parts/tail_spike.tscn,7,1.4,1.4,1.4,133,73,72,47,65,42,1.19,0.82,0,,0
425,ヴォルカガルプライム,【第3形態】ヴォルカガルプライム。古代より伝わるヴォルカの力を宿すモンスター。,1,2,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horn_single.tscn,,res://assets/models/parts/tail_spike.tscn,0,1.38,1.38,1.38,141,78,74,45,51,44,0.98,1.03,1,,0
426,オーシャンリッチス,【第3形態】オーシャンリッチス。古代より伝わるオーシャンの力を宿すモンスター。,2,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,9,1.37,1.37,1.37,138,94,58,43,66,37,0.84,0.96,2,,0
427,ドリアードコブラル,【第3形態】ドリアードコブラル。古代より伝わるドリアードの力を宿すモンスター。,3,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,2,1.4,1.4,1.4,155,73,57,54,57,42,0.95,0.82,3,,0
428,ライデンコロドン,【第3形態】ライデンコロドン。古代より伝わるライデンの力を宿すモンスター。,4,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,3,1.38,1.38,1.38,138,77,60,47,57,56,0.84,1.06,0,,0
429,ストーンワイバーンゴン,【第3形態】ストーンワイバーンゴン。古代より伝わるストーンの力を宿すモンスター。,5,0,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,12,1.36,1.36,1.36,136,76,58,61,50,39,1.0,1.13,1,,0
430,テンペストフォックスザー,【第3形態】テンペストフォックスザー。古代より伝わるテンペストの力を宿すモンスター。,6,1,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/crown.tscn,,res://assets/models/parts/tail_spike.tscn,5,1.42,1.42,1.42,137,73,63,45,53,50,1.17,0.96,2,,0
431,グローリーキマイラキッド,【第3形態】グローリーキマイラキッド。古代より伝わるグローリーの力を宿すモンスター。,7,2,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,6,1.4,1.4,1.4,143,75,58,49,71,37,1.17,1.13,3,,0
432,ノワールナイトロード,【第3形態】ノワールナイトロード。古代より伝わるノワールの力を宿すモンスター。,8,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horn_single.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,15,1.41,1.41,1.41,143,79,72,44,69,37,1.01,0.82,0,,0
433,ヒートクロウキング,【第3形態】ヒートクロウキング。古代より伝わるヒートの力を宿すモンスター。,1,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,0,1.43,1.43,1.43,140,79,70,44,52,38,0.95,1.04,1,,0
434,フロストノッコエンペラー,【第3形態】フロストノッコエンペラー。古代より伝わるフロストの力を宿すモンスター。,2,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,1,1.43,1.43,1.43,139,93,59,45,63,43,1.19,1.19,2,,0
435,モスフェアリーオメガ,【第3形態】モスフェアリーオメガ。古代より伝わるモスの力を宿すモンスター。,3,0,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_angel.tscn,,10,1.4,1.4,1.4,157,74,59,55,55,45,1.05,0.88,3,,0
436,プラズマパピープライム,【第3形態】プラズマパピープライム。古代より伝わるプラズマの力を宿すモンスター。,4,1,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/crown.tscn,,res://assets/models/parts/tail_spike.tscn,3,1.41,1.41,1.41,135,77,55,44,55,56,1.1,1.02,0,,0
437,テラケルベス,【第3形態】テラケルベス。古代より伝わるテラの力を宿すモンスター。,5,2,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,4,1.41,1.41,1.41,141,78,57,66,50,45,0.84,0.95,1,,0
438,ファルコンドラコル,【第3形態】ファルコンドラコル。古代より伝わるファルコンの力を宿すモンスター。,6,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,13,1.36,1.36,1.36,131,75,63,44,54,53,0.86,0.82,2,,0
439,セレスホーンドン,【第3形態】セレスホーンドン。古代より伝わるセレスの力を宿すモンスター。,7,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,6,1.42,1.42,1.42,134,80,53,53,72,38,1.05,1.07,3,,0
440,ドゥームモグゴン,【第3形態】ドゥームモグゴン。古代より伝わるドゥームの力を宿すモンスター。,8,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,7,1.4,1.4,1.4,134,80,71,45,66,37,1.17,0.96,0,,0
441,イグニスバードザー,【第3形態】イグニスバードザー。古代より伝わるイグニスの力を宿すモンスター。,1,0,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_angel.tscn,,8,1.44,1.44,1.44,141,77,68,42,54,40,1.05,1.11,1,,0
442,シレーヌグリフキッド,【第3形態】シレーヌグリフキッド。古代より伝わるシレーヌの力を宿すモンスター。,2,1,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,1,1.43,1.43,1.43,134,92,56,45,63,44,0.87,1.07,2,,0
443,トレントタイガーロード,【第3形態】トレントタイガーロード。古代より伝わるトレントの力を宿すモンスター。,3,2,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,2,1.37,1.37,1.37,157,80,54,57,50,43,0.91,0.91,3,,0
444,ジゴワットモコキング,【第3形態】ジゴワットモコキング。古代より伝わるジゴワットの力を宿すモンスター。,4,0,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/crown.tscn,,res://assets/models/parts/tail_spike.tscn,11,1.37,1.37,1.37,135,72,58,49,52,55,0.86,0.93,0,,0
445,バサルトゴブエンペラー,【第3形態】バサルトゴブエンペラー。古代より伝わるバサルトの力を宿すモンスター。,5,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horn_single.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,4,1.36,1.36,1.36,141,81,57,67,55,38,1.11,0.93,1,,0
446,スカイダイナオメガ,【第3形態】スカイダイナオメガ。古代より伝わるスカイの力を宿すモンスター。,6,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,5,1.38,1.38,1.38,133,80,60,44,56,57,1.01,0.84,2,,0
447,ソレイユバットプライム,【第3形態】ソレイユバットプライム。古代より伝わるソレイユの力を宿すモンスター。,7,0,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,,14,1.38,1.38,1.38,134,77,58,53,69,40,1.18,1.05,3,,0
448,シャドウペガサスス,【第3形態】シャドウペガサスス。古代より伝わるシャドウの力を宿すモンスター。,8,1,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horn_single.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,7,1.4,1.4,1.4,139,72,66,47,69,40,1.16,1.05,0,,0
449,フレイムビーストル,【第3形態】フレイムビーストル。古代より伝わるフレイムの力を宿すモンスター。,1,2,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,0,1.41,1.41,1.41,131,77,74,43,56,41,1.02,0.91,1,,0
450,アクアタートルドン,【第3形態】アクアタートルドン。古代より伝わるアクアの力を宿すモンスター。,2,0,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/crown.tscn,,res://assets/models/parts/tail_spike.tscn,9,1.43,1.43,1.43,143,92,60,49,59,41,1.16,0.88,2,,0
451,リーフナイトゴン,【第3形態】リーフナイトゴン。古代より伝わるリーフの力を宿すモンスター。,3,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horn_single.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,2,1.4,1.4,1.4,156,74,53,52,53,40,1.15,0.97,3,,0
452,サンダークロウザー,【第3形態】サンダークロウザー。古代より伝わるサンダーの力を宿すモンスター。,4,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,3,1.37,1.37,1.37,139,78,54,44,50,62,1.09,0.82,0,,0
453,ガイアノッコキッド,【第3形態】ガイアノッコキッド。古代より伝わるガイアの力を宿すモンスター。,5,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,12,1.37,1.37,1.37,133,76,54,63,54,43,0.96,1.05,1,,0
454,ウインドフェアリーロード,【第3形態】ウインドフェアリーロード。古代より伝わるウインドの力を宿すモンスター。,6,1,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,,5,1.39,1.39,1.39,131,78,60,42,51,49,1.08,0.83,2,,0
455,ホーリーパピーキング,【第3形態】ホーリーパピーキング。古代より伝わるホーリーの力を宿すモンスター。,7,2,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,6,1.43,1.43,1.43,132,76,57,49,69,44,0.95,1.13,3,,0
456,ダークキマイラエンペラー,【第3形態】ダークキマイラエンペラー。古代より伝わるダークの力を宿すモンスター。,8,0,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,15,1.36,1.36,1.36,133,80,68,44,68,45,0.92,1.05,0,,0
457,マグマレクスオメガ,【第3形態】マグマレクスオメガ。古代より伝わるマグマの力を宿すモンスター。,1,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,0,1.38,1.38,1.38,143,77,68,44,51,37,0.8,1.04,1,,0
458,マリンファングプライム,【第3形態】マリンファングプライム。古代より伝わるマリンの力を宿すモンスター。,2,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,1,1.4,1.4,1.4,132,91,56,47,62,43,1.16,1.14,2,,0
459,フォレストタモス,【第3形態】フォレストタモス。古代より伝わるフォレストの力を宿すモンスター。,3,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,10,1.37,1.37,1.37,157,75,57,54,51,39,1.07,1.03,3,,0
460,ボルトピクシール,【第3形態】ボルトピクシール。古代より伝わるボルトの力を宿すモンスター。,4,1,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,,3,1.36,1.36,1.36,143,80,60,43,54,56,0.9,0.88,0,,0
461,ゴーレムポロンドン,【第3形態】ゴーレムポロンドン。古代より伝わるゴーレムの力を宿すモンスター。,5,2,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_angel.tscn,,4,1.41,1.41,1.41,136,77,55,63,51,41,1.05,1.16,1,,0
462,ゲイルベアゴン,【第3形態】ゲイルベアゴン。古代より伝わるゲイルの力を宿すモンスター。,6,0,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/crown.tscn,,res://assets/models/parts/tail_spike.tscn,13,1.39,1.39,1.39,138,77,63,44,55,54,1.18,0.87,2,,0
463,シャインモコザー,【第3形態】シャインモコザー。古代より伝わるシャインの力を宿すモンスター。,7,1,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,6,1.39,1.39,1.39,143,75,59,52,70,39,1.07,0.93,3,,0
464,カオスゴブキッド,【第3形態】カオスゴブキッド。古代より伝わるカオスの力を宿すモンスター。,8,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horn_single.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,7,1.4,1.4,1.4,138,77,69,49,63,39,1.06,0.83,0,,0
465,バーンダイナロード,【第3形態】バーンダイナロード。古代より伝わるバーンの力を宿すモンスター。,1,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,8,1.38,1.38,1.38,133,80,71,46,51,38,1.16,1.14,1,,0
466,ハイドロバットキング,【第3形態】ハイドロバットキング。古代より伝わるハイドロの力を宿すモンスター。,2,1,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_dragon.tscn,,1,1.41,1.41,1.41,140,96,59,45,59,45,0.9,1.16,2,,0
467,シルフペガサスエンペラー,【第3形態】シルフペガサスエンペラー。古代より伝わるシルフの力を宿すモンスター。,3,2,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horn_single.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,2,1.4,1.4,1.4,165,74,58,57,53,41,0.85,1.0,3,,0
468,ライトニタイガーオメガ,【第3形態】ライトニタイガーオメガ。古代より伝わるライトニの力を宿すモンスター。,4,0,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/crown.tscn,,res://assets/models/parts/tail_spike.tscn,11,1.37,1.37,1.37,136,80,53,45,52,63,0.86,0.86,0,,0
469,アースガルプライム,【第3形態】アースガルプライム。古代より伝わるアースの力を宿すモンスター。,5,1,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horn_single.tscn,,res://assets/models/parts/tail_spike.tscn,4,1.41,1.41,1.41,140,74,60,65,50,40,1.1,0.89,1,,0
470,エアロリッチス,【第3形態】エアロリッチス。古代より伝わるエアロの力を宿すモンスター。,6,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,5,1.38,1.38,1.38,134,72,62,47,56,56,1.17,1.15,2,,0
471,ルミナスコブラル,【第3形態】ルミナスコブラル。古代より伝わるルミナスの力を宿すモンスター。,7,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,14,1.36,1.36,1.36,141,77,54,52,69,45,1.03,0.95,3,,0
472,ネクロコロドン,【第3形態】ネクロコロドン。古代より伝わるネクロの力を宿すモンスター。,8,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,7,1.39,1.39,1.39,140,73,69,48,65,45,0.96,1.13,0,,0
473,サラマンワイバーンゴン,【第3形態】サラマンワイバーンゴン。古代より伝わるサラマンの力を宿すモンスター。,1,2,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,0,1.39,1.39,1.39,143,79,68,44,57,39,0.89,1.01,1,,0
474,リヴァイフォックスザー,【第3形態】リヴァイフォックスザー。古代より伝わるリヴァイの力を宿すモンスター。,2,0,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/crown.tscn,,res://assets/models/parts/tail_spike.tscn,9,1.38,1.38,1.38,133,89,55,47,60,40,0.97,0.93,2,,0
475,ウッドキマイラキッド,【第3形態】ウッドキマイラキッド。古代より伝わるウッドの力を宿すモンスター。,3,1,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,2,1.37,1.37,1.37,165,79,60,54,52,43,0.81,0.82,3,,0
476,スパークレクスロード,【第3形態】スパークレクスロード。古代より伝わるスパークの力を宿すモンスター。,4,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,3,1.41,1.41,1.41,133,74,53,44,50,57,0.9,0.87,0,,0
477,クエイクファングキング,【第3形態】クエイクファングキング。古代より伝わるクエイクの力を宿すモンスター。,5,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,12,1.44,1.44,1.44,140,81,53,64,51,40,0.98,1.2,1,,0
478,ストームタモエンペラー,【第3形態】ストームタモエンペラー。古代より伝わるストームの力を宿すモンスター。,6,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,5,1.43,1.43,1.43,133,75,65,44,52,57,0.91,1.09,2,,0
479,セラフピクシーオメガ,【第3形態】セラフピクシーオメガ。古代より伝わるセラフの力を宿すモンスター。,7,2,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,,6,1.39,1.39,1.39,138,81,54,51,71,43,0.85,0.81,3,,0
480,アビスパピープライム,【第3形態】アビスパピープライム。古代より伝わるアビスの力を宿すモンスター。,8,0,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/crown.tscn,,res://assets/models/parts/tail_spike.tscn,15,1.4,1.4,1.4,139,78,67,43,64,44,1.16,1.04,0,,0
481,クリムゾンケルベス,【第3形態】クリムゾンケルベス。古代より伝わるクリムゾンの力を宿すモンスター。,1,1,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,0,1.43,1.43,1.43,139,80,69,43,57,39,1.16,1.02,1,,0
